epoch,mean_R,mean_R_train,overall_max_R,max_R,best_prog_complexity,mean_complexity,loss,n_physical,n_rewarded,best_prog_of_epoch,overall_best_prog,best_prog_of_epoch_prefix,a,b,overall_best_prog_prefix,a,b
0,0.3339820225300549,0.5073670327062818,0.525874476899023,0.525874476899023,10.0,5.873,0.046015707412422696,1000,1000,(a*tanh(((sqrt_eu1*b)*(sqrt_eu1*d)))),(a*tanh(((sqrt_eu1*b)*(sqrt_eu1*d)))),[mul a tanh mul mul sqrt_eu1 b mul sqrt_eu1 d],-4.918862148031996,67.96368752012211,[mul a tanh mul mul sqrt_eu1 b mul sqrt_eu1 d],-4.918862148031996,67.96368752012211
1,0.33952283709213554,0.5091321883595167,0.525874476899023,0.5196744694263654,6.0,5.873,0.06100487051219851,1000,1000,(b*tanh((sqrt_eu1*a))),(a*tanh(((sqrt_eu1*b)*(sqrt_eu1*d)))),[mul b tanh mul sqrt_eu1 a],4.486674766044607,-6.506045544019789,[mul a tanh mul mul sqrt_eu1 b mul sqrt_eu1 d],-4.918862148031996,67.96368752012211
2,0.3393853854991062,0.507000857603345,0.525874476899023,0.5196744694263654,6.0,5.592,0.04042919455106002,1000,1000,(a*tanh((b*sqrt_eu1))),(a*tanh(((sqrt_eu1*b)*(sqrt_eu1*d)))),[mul a tanh mul b sqrt_eu1],-6.506045544019791,4.486674766044604,[mul a tanh mul mul sqrt_eu1 b mul sqrt_eu1 d],-4.918862148031996,67.96368752012211
3,0.33883605513323994,0.5084983482471049,0.525874476899023,0.5196744694263654,8.0,5.499,0.05970885858303162,1000,1000,(a*tanh(((1.0*b)*sqrt_eu1))),(a*tanh(((sqrt_eu1*b)*(sqrt_eu1*d)))),[mul a tanh mul mul 1.0 b sqrt_eu1],-6.506045544019791,4.486674766044604,[mul a tanh mul mul sqrt_eu1 b mul sqrt_eu1 d],-4.918862148031996,67.96368752012211
4,0.3494090570589874,0.5107947285747061,0.525874476899023,0.5191865760366523,8.0,5.536,0.07172287959939652,1000,1000,(b*tanh(((sqrt_eu1*d)*a))),(a*tanh(((sqrt_eu1*b)*(sqrt_eu1*d)))),[mul b tanh mul mul sqrt_eu1 d a],5.343298389704203,-5.919368350576502,[mul a tanh mul mul sqrt_eu1 b mul sqrt_eu1 d],-4.918862148031996,67.96368752012211
5,0.3535912369723711,0.5133965655664392,0.525874476899023,0.5196744694263654,6.0,5.469,0.006739819599599999,1000,1000,(b*tanh((a*sqrt_eu1))),(a*tanh(((sqrt_eu1*b)*(sqrt_eu1*d)))),[mul b tanh mul a sqrt_eu1],4.486674766044607,-6.506045544019789,[mul a tanh mul mul sqrt_eu1 b mul sqrt_eu1 d],-4.918862148031996,67.96368752012211
6,0.34851451517982357,0.5114790329735058,0.525892089079969,0.525892089079969,8.0,5.363,0.07216923412775635,1000,1000,(a*tanh((b*(sqrt_eu1*sqrt_eu1)))),(a*tanh((b*(sqrt_eu1*sqrt_eu1)))),[mul a tanh mul b mul sqrt_eu1 sqrt_eu1],-4.919921320590405,67.89214472850217,[mul a tanh mul b mul sqrt_eu1 sqrt_eu1],-4.919921320590405,67.89214472850217
7,0.3539220655601823,0.512999526304494,0.525892089079969,0.5196744694263654,6.0,5.285,0.0026557680533949336,1000,1000,(a*tanh((b*sqrt_eu1))),(a*tanh((b*(sqrt_eu1*sqrt_eu1)))),[mul a tanh mul b sqrt_eu1],-6.506045544019791,4.486674766044604,[mul a tanh mul b mul sqrt_eu1 sqrt_eu1],-4.919921320590405,67.89214472850217
8,0.35606741876844217,0.5143141695034883,0.525892089079969,0.5258744768587421,12.0,5.115,0.008111428241765143,1000,1000,(a*tanh(((((b*d)*sqrt_eu1)*sqrt_eu1)*d))),(a*tanh((b*(sqrt_eu1*sqrt_eu1)))),[mul a tanh mul mul mul mul b d sqrt_eu1 sqrt_eu1 d],-4.918861509334891,67.96466779632054,[mul a tanh mul b mul sqrt_eu1 sqrt_eu1],-4.919921320590405,67.89214472850217
9,0.35705948524763254,0.5132101549015873,0.525892089079969,0.5196744694263654,6.0,5.067,-0.0067597768590893625,1000,1000,(a*tanh((sqrt_eu1*b))),(a*tanh((b*(sqrt_eu1*sqrt_eu1)))),[mul a tanh mul sqrt_eu1 b],-6.506045544019791,4.486674766044604,[mul a tanh mul b mul sqrt_eu1 sqrt_eu1],-4.919921320590405,67.89214472850217
