epoch,mean_R,mean_R_train,overall_max_R,max_R,best_prog_complexity,mean_complexity,loss,n_physical,n_rewarded,best_prog_of_epoch,overall_best_prog,best_prog_of_epoch_prefix,a,b,overall_best_prog_prefix,a,b
0,0.16811851524501653,0.5057699737887656,0.5337934733035956,0.5337934733035956,15.0,8.695,0.1108792645733778,1000,993,(((a/(((0.0209-tanh(u2))-((a+b)/f))-e2)))**(0.5)),(((a/(((0.0209-tanh(u2))-((a+b)/f))-e2)))**(0.5)),[sqrt div a sub sub sub 0.0209 tanh u2 div add a b f e2],3.390296467249155,414.7806068927946,[sqrt div a sub sub sub 0.0209 tanh u2 div add a b f e2],3.390296467249155,414.7806068927946
1,0.17801066406839158,0.5062248616178028,0.5578739603298384,0.5578739603298384,12.0,8.819,0.13695642648934228,1000,996,(((exp(tanh((((f*(a/((e2)**(2)))))**(0.5))))*b))**(2)),(((exp(tanh((((f*(a/((e2)**(2)))))**(0.5))))*b))**(2)),[n2 mul exp tanh sqrt mul f div a n2 e2 b],175.31672532283864,0.19491566186796458,[n2 mul exp tanh sqrt mul f div a n2 e2 b],175.31672532283864,0.19491566186796458
2,0.17733432926547427,0.5059237507082418,0.5578739603298384,0.5431033209385144,12.0,9.014,0.12500453406836431,1000,994,((log((b-(((((0.0209)**(0.5))/e2)+e2)*a))))**(2)),(((exp(tanh((((f*(a/((e2)**(2)))))**(0.5))))*b))**(2)),[n2 log sub b mul add div sqrt 0.0209 e2 e2 a],0.0035637930061385072,1.7142691658276226,[n2 mul exp tanh sqrt mul f div a n2 e2 b],175.31672532283864,0.19491566186796458
3,0.19617019134248762,0.5093199558243994,0.6042514296795021,0.6042514296795021,12.0,8.829,0.22356644713942384,1000,991,(u1/((a*((e1+((e2)**(2)))+f))/e2)),(u1/((a*((e1+((e2)**(2)))+f))/e2)),[div u1 div mul a add add e1 n2 e2 f e2],0.17395418487185654,1.0,[div u1 div mul a add add e1 n2 e2 f e2],0.17395418487185654,1.0
4,0.18649835393248348,0.5087367808587688,0.6042514296795021,0.5568015252740418,8.0,9.073,0.22052929881502847,1000,990,((((e1)**(0.5))/(e2-b))*a),(u1/((a*((e1+((e2)**(2)))+f))/e2)),[mul div sqrt e1 sub e2 b a],1.7228695531229898,-29.11402418221918,[div u1 div mul a add add e1 n2 e2 f e2],0.17395418487185654,1.0
5,0.20215325988698515,0.511345036260442,0.6042514296795021,0.543557548547081,7.0,9.36,0.26778709224088737,1000,991,(((tanh(a))**(0.5))-(b*e2)),(u1/((a*((e1+((e2)**(2)))+f))/e2)),[sub sqrt tanh a mul b e2],-0.08347025421889354,0.0020066744759157868,[div u1 div mul a add add e1 n2 e2 f e2],0.17395418487185654,1.0
6,0.2141837456397597,0.5113545324237285,0.6042514296795021,0.5461809402465586,10.0,9.537,0.25804841421322566,1000,988,exp((a-(exp(((e2)**(0.5)))*(d-b)))),(u1/((a*((e1+((e2)**(2)))+f))/e2)),[exp sub a mul exp sqrt e2 sub d b],-1.2905838769933677,0.9998277612945408,[div u1 div mul a add add e1 n2 e2 f e2],0.17395418487185654,1.0
7,0.22498038868065898,0.5142556236082041,0.6042514296795021,0.5422111599174383,9.0,9.628,0.321426328105015,1000,980,tanh((((b-((e2/a)*0.0209)))**(2))),(u1/((a*((e1+((e2)**(2)))+f))/e2)),[tanh n2 sub b mul div e2 a 0.0209],9.000431484850427,0.5469235050426993,[div u1 div mul a add add e1 n2 e2 f e2],0.17395418487185654,1.0
8,0.2544941734441934,0.5209232941169223,0.6042514296795021,0.5435575496622195,6.0,9.472,0.5549254718656413,1000,989,(log(b)+(a*e2)),(u1/((a*((e1+((e2)**(2)))+f))/e2)),[add log b mul a e2],-0.0020064968116351085,1.334533638580337,[div u1 div mul a add add e1 n2 e2 f e2],0.17395418487185654,1.0
9,0.26246824121188855,0.5249858027743552,0.6042514296795021,0.5524016455040004,13.0,10.119,0.557742599481999,1000,983,exp(((tanh(a)*log(f))-(b+(((e2)**(2))/a)))),(u1/((a*((e1+((e2)**(2)))+f))/e2)),[exp sub mul tanh a log f add b div n2 e2 a],6410.644109394865,3.6063056665284283,[div u1 div mul a add add e1 n2 e2 f e2],0.17395418487185654,1.0
