epoch,mean_R,mean_R_train,overall_max_R,max_R,best_prog_complexity,mean_complexity,loss,n_physical,n_rewarded,best_prog_of_epoch,overall_best_prog,best_prog_of_epoch_prefix,a,b,overall_best_prog_prefix,a,b
0,0.18721560464665374,0.5017914653602408,0.528896663502217,0.528896663502217,10.0,8.751,0.01349486195286087,1000,996,(a/exp((u2-((((((((a)**(4)))**(0.5)))**(3)))**(3))))),(a/exp((u2-((((((((a)**(4)))**(0.5)))**(3)))**(3))))),[div a exp sub u2 n3 n3 sqrt n4 a],0.3618074899783166,1.0,[div a exp sub u2 n3 n3 sqrt n4 a],0.3618074899783166,1.0
1,0.1728757052866613,0.505356177864074,0.5446863788002989,0.5446863788002989,12.0,9.13,0.11132701432078695,1000,994,(a-(cos(log(((((exp((b*e2)))**(2)))**(-1))))*b)),(a-(cos(log(((((exp((b*e2)))**(2)))**(-1))))*b)),[sub a mul cos log inv n2 exp mul b e2 b],0.3143320281310441,0.13312818526064343,[sub a mul cos log inv n2 exp mul b e2 b],0.3143320281310441,0.13312818526064343
2,0.18236997405802693,0.5014755416542847,0.5446863788002989,0.5254522217608016,11.0,9.148,-0.004844473558902822,1000,997,(((((cos(b)*((sin(u2)/u2)/b)))**(3)))**(4)),(a-(cos(log(((((exp((b*e2)))**(2)))**(-1))))*b)),[n4 n3 mul cos b div div sin u2 u2 b],1.0,0.779345659324855,[sub a mul cos log inv n2 exp mul b e2 b],0.3143320281310441,0.13312818526064343
3,0.19767886117760575,0.5024969512226811,0.5446863788002989,0.5409369009546579,15.0,9.044,0.029197049167866397,1000,999,((((((((((a)**(4)))**(0.5))-(((f-e1))**(3)))-b)/b)/a))**(-1)),(a-(cos(log(((((exp((b*e2)))**(2)))**(-1))))*b)),[inv div div sub sub sqrt n4 a n3 sub f e1 b b a],1035.3304306549585,284.71540358675367,[sub a mul cos log inv n2 exp mul b e2 b],0.3143320281310441,0.13312818526064343
4,0.19278984654966824,0.5050792822524688,0.5446863788002989,0.5311099599438764,15.0,9.054,0.11232106674450835,1000,997,(tan(a)+((expneg((expneg(((b/u2)-(a/a)))*b)))**(0.5))),(a-(cos(log(((((exp((b*e2)))**(2)))**(-1))))*b)),[add tan a sqrt expneg mul expneg sub div b u2 div a a b],-0.5322337651292788,0.36343200861001707,[sub a mul cos log inv n2 exp mul b e2 b],0.3143320281310441,0.13312818526064343
5,0.20329585607615333,0.5058066110671475,0.5446863788002989,0.5355271888643361,16.0,8.985,0.12749150690989278,1000,994,((tan((b/((((d*(logabs((((e2/a))**(0.5)))-d)))**(0.5))/a))))**(0.5)),(a-(cos(log(((((exp((b*e2)))**(2)))**(-1))))*b)),[sqrt tan div b div sqrt mul d sub logabs sqrt div e2 a d a],0.38450761329719885,-0.11992697500304529,[sub a mul cos log inv n2 exp mul b e2 b],0.3143320281310441,0.13312818526064343
6,0.21364760062806334,0.5070638645836021,0.5446863788002989,0.5311112145850578,13.0,9.16,0.14276898333572102,1000,996,((((b-expneg((((u2+((sin(a))**(4))))**(4)))))**(-1))/((a)**(2))),(a-(cos(log(((((exp((b*e2)))**(2)))**(-1))))*b)),[div inv sub b expneg n4 add u2 n4 sin a n2 a],2.23543667724566,1.5293510541417905,[sub a mul cos log inv n2 exp mul b e2 b],0.3143320281310441,0.13312818526064343
7,0.22263817489831106,0.5076740511159795,0.5446863788002989,0.5309542830433849,11.0,9.242,0.17511504484119406,1000,994,(((a+tanh(((((((b-u2)-b))**(0.5)))**(-1)))))**(3)),(a-(cos(log(((((exp((b*e2)))**(2)))**(-1))))*b)),[n3 add a tanh inv sqrt sub sub b u2 b],-0.29831456391980493,1.0,[sub a mul cos log inv n2 exp mul b e2 b],0.3143320281310441,0.13312818526064343
8,0.2414281830329622,0.510953443794923,0.5446863788002989,0.5317264094392473,12.0,9.077,0.26948508861176673,1000,991,((expneg(u2)+f)/(((((a)**(4)))**(2))*(u2+b))),(a-(cos(log(((((exp((b*e2)))**(2)))**(-1))))*b)),[div add expneg u2 f mul n2 n4 a add u2 b],1.7071354023790566,0.26005439884132825,[sub a mul cos log inv n2 exp mul b e2 b],0.3143320281310441,0.13312818526064343
9,0.24643778485769818,0.5171728903222799,0.5446863788002989,0.534627194672483,16.0,8.794,0.4176921793275814,1000,990,((expneg(u2)*((((logabs(a)*expneg(u2))/e1)/b)-u2))+a),(a-(cos(log(((((exp((b*e2)))**(2)))**(-1))))*b)),[add mul expneg u2 sub div div mul logabs a expneg u2 e1 b u2 a],0.5261515247552908,0.3109412219764214,[sub a mul cos log inv n2 exp mul b e2 b],0.3143320281310441,0.13312818526064343
10,0.27516339122467315,0.5215990035311324,0.5446863788002989,0.5310347523364806,15.0,9.165,0.43909084792520037,1000,995,((b*(tanh(((a/u2)+b))-(((u2)**(0.5))-b)))+a),(a-(cos(log(((((exp((b*e2)))**(2)))**(-1))))*b)),[add mul b sub tanh add div a u2 b sub sqrt u2 b a],0.19710845819123435,0.20982972333345862,[sub a mul cos log inv n2 exp mul b e2 b],0.3143320281310441,0.13312818526064343
11,0.28042645631044516,0.5268173399056888,0.5446863788002989,0.5310999317437846,16.0,9.072,0.17520663627312877,1000,992,((exp(logabs((((((b)**(0.5))/b)-((((u2)**(0.5))-a)-a))*b))))**(4)),(a-(cos(log(((((exp((b*e2)))**(2)))**(-1))))*b)),[n4 exp logabs mul sub div sqrt b b sub sub sqrt u2 a a b],0.5267537222401222,0.31669533659850707,[sub a mul cos log inv n2 exp mul b e2 b],0.3143320281310441,0.13312818526064343
12,0.302212172711777,0.5284932476732708,0.5446863788002989,0.5387010680260629,19.0,9.732,0.12224311128046231,1000,989,(((((log(e2)+(((u2/(u2/(e2-b)))+u2)-u2))/a)+b))**(2)),(a-(cos(log(((((exp((b*e2)))**(2)))**(-1))))*b)),[n2 add div add log e2 sub add div u2 div u2 sub e2 b u2 u2 a b],497.38288415585,-0.5395595076140605,[sub a mul cos log inv n2 exp mul b e2 b],0.3143320281310441,0.13312818526064343
13,0.30037400039389295,0.5291852073427465,0.5446863788002989,0.5312749055517834,18.0,10.525,0.06560449270022084,1000,985,(((a/expneg(expneg(((((u2*((b/b)-b))/a)/a)+a)))))**(4)),(a-(cos(log(((((exp((b*e2)))**(2)))**(-1))))*b)),[n4 div a expneg expneg add div div mul u2 sub div b b b a a a],0.43445161527148773,0.8496573525580412,[sub a mul cos log inv n2 exp mul b e2 b],0.3143320281310441,0.13312818526064343
14,0.31816989515921923,0.5298285415798198,0.5446863788002989,0.5373334856403387,14.0,11.529,0.02409808923640354,1000,982,((((((e2/((expneg(expneg(a))/a)+expneg(b)))+a))**(-1)))**(3)),(a-(cos(log(((((exp((b*e2)))**(2)))**(-1))))*b)),[n3 inv add div e2 add div expneg expneg a a expneg b a],1.5113966129055987,-5.3150861411173445,[sub a mul cos log inv n2 exp mul b e2 b],0.3143320281310441,0.13312818526064343
