epoch,mean_R,mean_R_train,overall_max_R,max_R,best_prog_complexity,mean_complexity,loss,n_physical,n_rewarded,best_prog_of_epoch,overall_best_prog,best_prog_of_epoch_prefix,a,b,overall_best_prog_prefix,a,b
0,0.19856977042262441,0.5280074371673653,0.6609502543521009,0.6609502543521009,14.0,8.961,0.7347667301953914,1000,997,((((b*tanh((((((b*e2))**(-1))/u2)/d)))+a))**(2)),((((b*tanh((((((b*e2))**(-1))/u2)/d)))+a))**(2)),[n2 add mul b tanh div div inv mul b e2 u2 d a],0.379209318088112,0.2934158824452673,[n2 add mul b tanh div div inv mul b e2 u2 d a],0.379209318088112,0.2934158824452673
1,0.20246519203717064,0.5196593457589258,0.6609502543521009,0.5879880096960927,6.0,8.993,0.45529727882082716,1000,990,(b/(((e1/f))**(0.5))),((((b*tanh((((((b*e2))**(-1))/u2)/d)))+a))**(2)),[div b sqrt div e1 f],1.0,0.6318157998045283,[n2 add mul b tanh div div inv mul b e2 u2 d a],0.379209318088112,0.2934158824452673
2,0.20688531192378468,0.5192571512380294,0.6609502543521009,0.6189427844461136,10.0,8.836,0.5154442885018581,1000,994,(((e2/((((b+tan(u2))+e2))**(2))))**(0.5)),((((b*tanh((((((b*e2))**(-1))/u2)/d)))+a))**(2)),[sqrt div e2 n2 add add b tan u2 e2],1.0,0.83162474906817,[n2 add mul b tanh div div inv mul b e2 u2 d a],0.379209318088112,0.2934158824452673
3,0.22513668639525036,0.5281367779679107,0.6609502543521009,0.6441169808213829,12.0,8.942,0.7299378754555269,1000,999,(((b+(((a+((sin(u1)/d)*e2)))**(0.5))))**(-1)),((((b*tanh((((((b*e2))**(-1))/u2)/d)))+a))**(2)),[inv add b sqrt add a mul div sin u1 d e2],34.159334187745216,-3.714226272259138,[n2 add mul b tanh div div inv mul b e2 u2 d a],0.379209318088112,0.2934158824452673
4,0.2200695687115254,0.5339399698794259,0.6609502543521009,0.6049538681863141,11.0,8.892,0.9155496439831216,1000,996,(a*(((((e2/u2)-b))**(-1))*tan(1.0))),((((b*tanh((((((b*e2))**(-1))/u2)/d)))+a))**(2)),[mul a mul inv sub div e2 u2 b tan 1.0],21.439504520450292,-71.41197298608394,[n2 add mul b tanh div div inv mul b e2 u2 d a],0.379209318088112,0.2934158824452673
5,0.2221095745843063,0.5453656651140575,0.6609502543521009,0.6212060177784308,12.0,8.984,1.3253292679710227,1000,991,(((a+(tanh(e1)/(((u2)**(0.5))/(b/e1)))))**(0.5)),((((b*tanh((((((b*e2))**(-1))/u2)/d)))+a))**(2)),[sqrt add a div tanh e1 div sqrt u2 div b e1],-0.012687148883903909,2.721216735464847,[n2 add mul b tanh div div inv mul b e2 u2 d a],0.379209318088112,0.2934158824452673
6,0.2394925983874502,0.5425243169339585,0.6609502543521009,0.5931855312137819,13.0,9.044,1.2648753623742688,1000,986,(d+(tan((u2*exp(((b*u2)-a))))-d)),((((b*tanh((((((b*e2))**(-1))/u2)/d)))+a))**(2)),[add d sub tan mul u2 exp sub mul b u2 a d],-1.8497387494562592,-5.309606211101857,[n2 add mul b tanh div div inv mul b e2 u2 d a],0.379209318088112,0.2934158824452673
7,0.26194872842847466,0.5758306927827739,0.6609502543521009,0.6259379172522374,10.0,9.12,0.58646768659377,1000,986,tanh((((1.0-(1.0-e2))*a)-b)),((((b*tanh((((((b*e2))**(-1))/u2)/d)))+a))**(2)),[tanh sub mul sub 1.0 sub 1.0 e2 a b],-0.004102730702619979,-0.43972080513312667,[n2 add mul b tanh div div inv mul b e2 u2 d a],0.379209318088112,0.2934158824452673
8,0.27888390831193005,0.5776439242349043,0.666226934287683,0.666226934287683,17.0,9.117,0.6442181353762848,1000,993,(((a*(((u2/(((tan(u2)*b)+b)-e2))/f)*b)))**(-1)),(((a*(((u2/(((tan(u2)*b)+b)-e2))/f)*b)))**(-1)),[inv mul a mul div div u2 sub add mul tan u2 b b e2 f b],102.58091954254309,65.66204368336865,[inv mul a mul div div u2 sub add mul tan u2 b b e2 f b],102.58091954254309,65.66204368336865
9,0.29531298609971385,0.5779385975332844,0.666226934287683,0.6334406803341671,10.0,9.26,0.31602052830377547,1000,994,((((b+exp(((e1)**(-1)))))**(2))+(a*e2)),(((a*(((u2/(((tan(u2)*b)+b)-e2))/f)*b)))**(-1)),[add n2 add b exp inv e1 mul a e2],-0.003431593178712997,-0.39048167220609564,[inv mul a mul div div u2 sub add mul tan u2 b b e2 f b],102.58091954254309,65.66204368336865
10,0.30663970992556355,0.5811845432288752,0.666226934287683,0.6546949579833906,7.0,9.401,0.2679286458400886,1000,984,(a/(b*(e2+a))),(((a*(((u2/(((tan(u2)*b)+b)-e2))/f)*b)))**(-1)),[div a mul b add e2 a],30.52522923622608,2.127133365183356,[inv mul a mul div div u2 sub add mul tan u2 b b e2 f b],102.58091954254309,65.66204368336865
11,0.31362691226782236,0.5863395454197576,0.666226934287683,0.643553472967011,12.0,9.934,0.3570575443888184,1000,974,tan(((((((((b)**(-1))*e1)*a)*u2)+a))**(-1))),(((a*(((u2/(((tan(u2)*b)+b)-e2))/f)*b)))**(-1)),[tan inv add mul mul mul inv b e1 a u2 a],1.7564807294137088,19.266295211863852,[inv mul a mul div div u2 sub add mul tan u2 b b e2 f b],102.58091954254309,65.66204368336865
12,0.3147854557116139,0.58466842450372,0.666226934287683,0.6330692141022687,14.0,10.211,0.35307863502510567,1000,988,(1.0/((((((e1+b)*(u2/a)))**(0.5))+u2)/b)),(((a*(((u2/(((tan(u2)*b)+b)-e2))/f)*b)))**(-1)),[div 1.0 div add sqrt mul add e1 b div u2 a u2 b],7.043015590175061,0.5745398101021855,[inv mul a mul div div u2 sub add mul tan u2 b b e2 f b],102.58091954254309,65.66204368336865
13,0.32857260954261647,0.584967028320987,0.666226934287683,0.6336928257714497,15.0,10.863,0.3421655441603949,1000,987,(((((a*(b+(((u2+(u2/e1))*a)*e1))))**(-1)))**(0.5)),(((a*(((u2/(((tan(u2)*b)+b)-e2))/f)*b)))**(-1)),[sqrt inv mul a add b mul mul add u2 div u2 e1 a e1],0.744346092402658,1.5566825552182195,[inv mul a mul div div u2 sub add mul tan u2 b b e2 f b],102.58091954254309,65.66204368336865
14,0.3303278026739016,0.5880815442255745,0.666226934287683,0.6343876380806153,16.0,11.189,0.4216196246772871,1000,985,tanh(((exp((((b/((e1/u2)/(b+e2)))+a)*b)))**(-1))),(((a*(((u2/(((tan(u2)*b)+b)-e2))/f)*b)))**(-1)),[tanh inv exp mul add div b div div e1 u2 add b e2 a b],0.340592779157004,1.8238824406902596,[inv mul a mul div div u2 sub add mul tan u2 b b e2 f b],102.58091954254309,65.66204368336865
15,0.34078821007869864,0.5896489158056348,0.666226934287683,0.6392158307509188,17.0,11.515,0.2751792423604542,1000,992,((((a+log(((((u2*(a+e1))+b)*b)+a)))/a))**(2)),(((a*(((u2/(((tan(u2)*b)+b)-e2))/f)*b)))**(-1)),[n2 div add a log add mul add mul u2 add a e1 b b a a],-1.5002819432221468,-0.024043671485105316,[inv mul a mul div div u2 sub add mul tan u2 b b e2 f b],102.58091954254309,65.66204368336865
16,0.338419553379553,0.5950361341548503,0.666226934287683,0.6448961317198232,11.0,11.635,0.44869045177336264,1000,987,(((1.0+(b/((((e1+a)*u2))**(-1)))))**(-1)),(((a*(((u2/(((tan(u2)*b)+b)-e2))/f)*b)))**(-1)),[inv add 1.0 div b inv mul add e1 a u2],29.012332836657887,0.0802704503958367,[inv mul a mul div div u2 sub add mul tan u2 b b e2 f b],102.58091954254309,65.66204368336865
17,0.32743869507137763,0.5962420162880737,0.666226934287683,0.6424675435757304,13.0,11.933,0.39646842346607997,1000,983,(((((((u2/b)*(e1*(u2+u2)))+a))**(-1)))**(2)),(((a*(((u2/(((tan(u2)*b)+b)-e2))/f)*b)))**(-1)),[n2 inv add mul div u2 b mul e1 add u2 u2 a],1.3945123709698717,36.85215601598414,[inv mul a mul div div u2 sub add mul tan u2 b b e2 f b],102.58091954254309,65.66204368336865
18,0.3079275701065701,0.5945269813740917,0.666226934287683,0.63672825470513,13.0,11.816,0.4229034145338837,1000,993,exp((a-(((((e1/(b*b))*u2)+a))**(0.5)))),(((a*(((u2/(((tan(u2)*b)+b)-e2))/f)*b)))**(-1)),[exp sub a sqrt add mul div e1 mul b b u2 a],0.04731339940917449,3.3628185819825194,[inv mul a mul div div u2 sub add mul tan u2 b b e2 f b],102.58091954254309,65.66204368336865
19,0.3156604022191696,0.5976476904033913,0.666226934287683,0.636081867240518,14.0,11.486,0.3729403101264315,1000,982,(b/(((((((e1+b))**(0.5))*a)*u2)+u2)+b)),(((a*(((u2/(((tan(u2)*b)+b)-e2))/f)*b)))**(-1)),[div b add add mul mul sqrt add e1 b a u2 u2 b],2.5306993127001745,3.154272789606781,[inv mul a mul div div u2 sub add mul tan u2 b b e2 f b],102.58091954254309,65.66204368336865
20,0.32439750770452486,0.6034141864271466,0.666226934287683,0.645345290231156,14.0,11.571,0.4088302184008499,1000,986,(((((((((b*e1)/b)*tanh(u2))/b)+a))**(-1)))**(2)),(((a*(((u2/(((tan(u2)*b)+b)-e2))/f)*b)))**(-1)),[n2 inv add div mul div mul b e1 b tanh u2 b a],1.3040279170148232,34.395726388370555,[inv mul a mul div div u2 sub add mul tan u2 b b e2 f b],102.58091954254309,65.66204368336865
21,0.3181162634915654,0.6036069862908414,0.666226934287683,0.6447616471717635,16.0,11.69,0.3878273280852835,1000,992,(a/(((b/(tanh(((u2/e1)+b))+e1))+e1)+e2)),(((a*(((u2/(((tan(u2)*b)+b)-e2))/f)*b)))**(-1)),[div a add add div b add tanh add div u2 e1 b e1 e1 e2],26.465048815203783,851.9137314509709,[inv mul a mul div div u2 sub add mul tan u2 b b e2 f b],102.58091954254309,65.66204368336865
22,0.317135530113747,0.5992900312703736,0.666226934287683,0.6282439021064229,20.0,11.915,0.2763570524216094,1000,990,(((((((((b/(u2/(a/e1)))/a))**(0.5))/a)/a)/b)/b)*b),(((a*(((u2/(((tan(u2)*b)+b)-e2))/f)*b)))**(-1)),[mul div div div div sqrt div div b div u2 div a e1 a a a b b b],0.9240580628663063,0.9812100476521174,[inv mul a mul div div u2 sub add mul tan u2 b b e2 f b],102.58091954254309,65.66204368336865
23,0.32072495143983665,0.5995283610804569,0.666226934287683,0.6439854310366605,14.0,11.772,0.4381571700882312,1000,990,(((a)**(-1))/(((((u2/a)/b)*e1)+a)+a)),(((a*(((u2/(((tan(u2)*b)+b)-e2))/f)*b)))**(-1)),[div inv a add add mul div div u2 a b e1 a a],-0.8915171120031098,10.563615287330409,[inv mul a mul div div u2 sub add mul tan u2 b b e2 f b],102.58091954254309,65.66204368336865
