epoch,mean_R,mean_R_train,overall_max_R,max_R,best_prog_complexity,mean_complexity,loss,n_physical,n_rewarded,best_prog_of_epoch,overall_best_prog,best_prog_of_epoch_prefix,a,b,overall_best_prog_prefix,a,b
0,0.19293788345554352,0.5056388498871086,0.5415158434892152,0.5415158434892152,9.0,8.838,0.11119748263239251,1000,997,((exp((((a)**(2))-exp((e2*b)))))**(2)),((exp((((a)**(2))-exp((e2*b)))))**(2)),[n2 exp sub n2 a exp mul e2 b],0.6179995980095582,0.0041716227257111325,[n2 exp sub n2 a exp mul e2 b],0.6179995980095582,0.0041716227257111325
1,0.19303756292002386,0.5056028294331663,0.5415158434892152,0.5312426056828837,8.0,8.674,0.07524026357255871,1000,995,tanh((((a/(u2-log(b))))**(2))),((exp((((a)**(2))-exp((e2*b)))))**(2)),[tanh n2 div a sub u2 log b],0.6357893899342757,0.4070553134614522,[n2 exp sub n2 a exp mul e2 b],0.6179995980095582,0.0041716227257111325
2,0.20512589283741647,0.5088019942810187,0.5487588423153692,0.5487588423153692,13.0,8.713,0.19743750562137696,1000,996,tanh((log(((b)**(0.5)))-expneg((((d-a)/0.0209)/e2)))),tanh((log(((b)**(0.5)))-expneg((((d-a)/0.0209)/e2)))),[tanh sub log sqrt b expneg div div sub d a 0.0209 e2],-2.062389871877057,1.7528420257673818,[tanh sub log sqrt b expneg div div sub d a 0.0209 e2],-2.062389871877057,1.7528420257673818
3,0.192792262677782,0.5060021428325088,0.5487588423153692,0.5358005703802844,14.0,8.833,0.16120853266396543,1000,993,((expneg((((log((exp(expneg((exp(u1)+e2)))+u2)))**(0.5))/a)))**(2)),tanh((log(((b)**(0.5)))-expneg((((d-a)/0.0209)/e2)))),[n2 expneg div sqrt log add exp expneg add exp u1 e2 u2 a],0.7980939071394438,1.0,[tanh sub log sqrt b expneg div div sub d a 0.0209 e2],-2.062389871877057,1.7528420257673818
4,0.19568849743879674,0.5082310863820753,0.5487588423153692,0.5430563171757394,9.0,8.759,0.16074496527493912,1000,993,(b+(e2*((d+a)/f))),tanh((log(((b)**(0.5)))-expneg((((d-a)/0.0209)/e2)))),[add b mul e2 div add d a f],-1.0211270185555175,0.28906536298854435,[tanh sub log sqrt b expneg div div sub d a 0.0209 e2],-2.062389871877057,1.7528420257673818
5,0.22383799293281098,0.5129443815661466,0.5487588423153692,0.5401009061496082,11.0,9.008,0.2905259349034954,1000,991,(tanh(expneg((log(((b)**(2)))-(a*e2))))-0.0209),tanh((log(((b)**(0.5)))-expneg((((d-a)/0.0209)/e2)))),[sub tanh expneg sub log n2 b mul a e2 0.0209],-0.00889919235679884,1.7615275734597744,[tanh sub log sqrt b expneg div div sub d a 0.0209 e2],-2.062389871877057,1.7528420257673818
6,0.22330220681266938,0.5115558819120398,0.5487588423153692,0.5329685405271265,15.0,8.644,0.26765042515586346,1000,996,(((d)**(2))*((((((expneg(logabs(d))-u2))**(2))*f)/b)-a)),tanh((log(((b)**(0.5)))-expneg((((d-a)/0.0209)/e2)))),[mul n2 d sub div mul n2 sub expneg logabs d u2 f b a],-0.116215232632414,31.382554895229088,[tanh sub log sqrt b expneg div div sub d a 0.0209 e2],-2.062389871877057,1.7528420257673818
7,0.231306240545702,0.5162095232566488,0.5487588423153692,0.5472309824553457,9.0,8.729,0.35098433013309044,1000,989,(b-logabs((a+(((u2-e2))**(2))))),tanh((log(((b)**(0.5)))-expneg((((d-a)/0.0209)/e2)))),[sub b logabs add a n2 sub u2 e2],42196.19177264946,10.924140091913861,[tanh sub log sqrt b expneg div div sub d a 0.0209 e2],-2.062389871877057,1.7528420257673818
8,0.2592514275293014,0.5252009062813994,0.6050106276464036,0.6050106276464036,16.0,8.76,0.41940710144716453,1000,991,((((b-log(((u2-logabs(((e2+u2)*u2)))+a)))*a))**(0.5)),((((b-log(((u2-logabs(((e2+u2)*u2)))+a)))*a))**(0.5)),[sqrt mul sub b log add sub u2 logabs mul add e2 u2 u2 a a],0.09641245690264011,1.0764343332953632,[sqrt mul sub b log add sub u2 logabs mul add e2 u2 u2 a a],0.09641245690264011,1.0764343332953632
9,0.2909330798387067,0.5296137707356336,0.6050106276464036,0.5455888443846424,11.0,8.899,0.03724525454586059,1000,996,exp(logabs(((a+log((expneg(b)+e2)))*e1))),((((b-log(((u2-logabs(((e2+u2)*u2)))+a)))*a))**(0.5)),[exp logabs mul add a log add expneg b e2 e1],-9.24514030133519,-9.236900303342235,[sqrt mul sub b log add sub u2 logabs mul add e2 u2 u2 a a],0.09641245690264011,1.0764343332953632
10,0.3051411076377452,0.5293529235889399,0.6050106276464036,0.5313511771330698,13.0,9.307,0.009003946322859509,1000,995,(((a+(tanh(((u2+u2)+b))+(b-0.0209))))**(0.5)),((((b-log(((u2-logabs(((e2+u2)*u2)))+a)))*a))**(0.5)),[sqrt add a add tanh add add u2 u2 b sub b 0.0209],-2.0797415717888663,1.090854517380478,[sqrt mul sub b log add sub u2 logabs mul add e2 u2 u2 a a],0.09641245690264011,1.0764343332953632
11,0.3064102803204072,0.5303410303951568,0.6050106276464036,0.5446520628850331,17.0,9.73,0.03291547799939381,1000,977,((expneg((((a+((u2*e2)-(b+(u2*b))))/b)/b)))**(0.5)),((((b-log(((u2-logabs(((e2+u2)*u2)))+a)))*a))**(0.5)),[sqrt expneg div div add a sub mul u2 e2 add b mul u2 b b b],72.18201772911537,-5.641974892154425,[sqrt mul sub b log add sub u2 logabs mul add e2 u2 u2 a a],0.09641245690264011,1.0764343332953632
12,0.32379815696739456,0.530563207140463,0.6050106276464036,0.5437268165344268,15.0,9.865,0.03302701713724266,1000,988,(log(a)-(b+((u2+(e2/(tanh(a)+a)))*b))),((((b-log(((u2-logabs(((e2+u2)*u2)))+a)))*a))**(0.5)),[sub log a add b mul add u2 div e2 add tanh a a b],1.3423486225023276,0.0044033660197133825,[sqrt mul sub b log add sub u2 logabs mul add e2 u2 u2 a a],0.09641245690264011,1.0764343332953632
13,0.3267623886566705,0.5310225222964939,0.6050106276464036,0.5440117802166128,13.0,10.215,0.020144754937243728,1000,992,(((((e2+(b/a))*a))**(0.5))-(b-expneg(b))),((((b-log(((u2-logabs(((e2+u2)*u2)))+a)))*a))**(0.5)),[sub sqrt mul add e2 div b a a sub b expneg b],-0.0038310154211206376,1.093326345919725,[sqrt mul sub b log add sub u2 logabs mul add e2 u2 u2 a a],0.09641245690264011,1.0764343332953632
14,0.3238425738946237,0.5304768375303763,0.6050106276464036,0.5435575496635001,5.0,10.904,-7.663829085934049e-05,1000,988,(a-(b*e2)),((((b-log(((u2-logabs(((e2+u2)*u2)))+a)))*a))**(0.5)),[sub a mul b e2],0.2885827844729157,0.002006569185123463,[sqrt mul sub b log add sub u2 logabs mul add e2 u2 u2 a a],0.09641245690264011,1.0764343332953632
15,0.3209323277510524,0.5303561243423395,0.6050106276464036,0.5391903620878244,14.0,11.332,0.017641341281461782,1000,987,exp((a-((a-((b-(b+e2))*b))-a))),((((b-log(((u2-logabs(((e2+u2)*u2)))+a)))*a))**(0.5)),[exp sub a sub sub a mul sub b add b e2 b a],-1.2366458551757207,0.009225869943751413,[sqrt mul sub b log add sub u2 logabs mul add e2 u2 u2 a a],0.09641245690264011,1.0764343332953632
16,0.3300917713844442,0.531830718906025,0.6050106276464036,0.5599002756590413,13.0,11.612,0.06743308710752996,1000,984,expneg((d+((exp((u2-e2))+(u2+u2))+a))),((((b-log(((u2-logabs(((e2+u2)*u2)))+a)))*a))**(0.5)),[expneg add d add add exp sub u2 e2 add u2 u2 a],-0.5317191778455536,1.0,[sqrt mul sub b log add sub u2 logabs mul add e2 u2 u2 a a],0.09641245690264011,1.0764343332953632
17,0.3208100590477275,0.5306133241845037,0.6050106276464036,0.5391903616031907,13.0,11.838,0.012659572870734895,1000,991,((((expneg((b-(a*(a-e2))))-a)+a))**(2)),((((b-log(((u2-logabs(((e2+u2)*u2)))+a)))*a))**(0.5)),[n2 add sub expneg sub b mul a sub a e2 a a],0.004611849240050316,0.6183589449326754,[sqrt mul sub b log add sub u2 logabs mul add e2 u2 u2 a a],0.09641245690264011,1.0764343332953632
18,0.31370471032838715,0.5308490917241386,0.6050106276464036,0.5548512932644115,22.0,12.014,0.05673199975071819,1000,987,((tanh(((((((a+((a/e2)-a))/u2)-b)/d)/u2)-b))/a)*a),((((b-log(((u2-logabs(((e2+u2)*u2)))+a)))*a))**(0.5)),[mul div tanh sub div div sub div add a sub div a e2 a u2 b d u2 b a a],-0.005078278907091478,-0.07338673524577895,[sqrt mul sub b log add sub u2 logabs mul add e2 u2 u2 a a],0.09641245690264011,1.0764343332953632
19,0.30790609290717225,0.5318358813522305,0.6050106276464036,0.5463299141100832,15.0,12.633,0.03462198817641,1000,985,(b-(a/(tanh(((exp(b)*e2)+0.0209))/(a-u2)))),((((b-log(((u2-logabs(((e2+u2)*u2)))+a)))*a))**(0.5)),[sub b div a div tanh add mul exp b e2 0.0209 sub a u2],-0.3034096907335818,0.47495499872364244,[sqrt mul sub b log add sub u2 logabs mul add e2 u2 u2 a a],0.09641245690264011,1.0764343332953632
20,0.303163805307154,0.5336758539030886,0.6050106276464036,0.5593882746077378,16.0,12.873,0.11236443064070448,1000,983,(((a+(b/e2))-tanh((((a+b)/d)-u2)))-u2),((((b-log(((u2-logabs(((e2+u2)*u2)))+a)))*a))**(0.5)),[sub sub add a div b e2 tanh sub div add a b d u2 u2],1.4034234202331344,-0.07633681701382918,[sqrt mul sub b log add sub u2 logabs mul add e2 u2 u2 a a],0.09641245690264011,1.0764343332953632
