complexity,length,reward,rmse,r2,expression,expression_prefix,a,b
4,4,0.5293793462899606,0.10555739105397802,0.20967088931521438,(a/((u2)**(0.5))),[div a sqrt u2],0.1464101519743078,1.0
5,5,0.5435575496625747,0.09970688633000596,0.29485084160769004,((b*e2)-a),[sub mul b e2 a],-0.28858186226735694,-0.00200655018580539
6,6,0.5458590940553127,0.09878584751673715,0.30781825120190165,((((e2*b)+a))**(0.5)),[sqrt add mul e2 b a],0.08210030632210406,-0.0008957609710622184
8,8,0.5838593423639672,0.0846284864330092,0.49199986138830054,(((((e2+(b/abs(e2))))**(-1)))**(0.5)),[sqrt inv add e2 div b abs e2],1.0,15.183794195235283
9,9,0.6178033767008422,0.07345497687329257,0.6172870691281882,(a/-(((b/-(e2))+e2))),[div a neg add div b neg e2 e2],-5.661181087069015,-26.716176615988697
10,10,0.6214532214783286,0.07232622019746332,0.6289587264282313,((((((((b)**(-1))/-(e2))+-(e2)))**(-1)))**(0.5)),[sqrt inv add div inv b neg e2 neg e2],1.0,-0.046568084220997924
12,12,0.6276639112690181,0.07043566703769118,0.6481026899278461,((((((((e2*-(e2))-a)/b))**(0.5))-e2))**(-1)),[inv sub sqrt div sub mul e2 neg e2 a b e2],18.528403799830613,0.7572690505467442
13,13,0.6407359530938206,0.06657624889274219,0.685609562866142,(((1.0/((((a/e2)+a)--(e2))+b)))**(0.5)),[sqrt div 1.0 add sub add div a e2 a neg e2 b],26.67121059580484,-33.83865417577058
15,15,0.640735954664622,0.06657624843843696,0.6856095671568379,((((((((b/(e2+e2))*(e2-a))/a)-e2))**(-1)))**(0.5)),[sqrt inv sub div mul div b add e2 e2 sub e2 a a e2],3.721409464730332,53.34025087653668
16,16,0.6452305740186767,0.06528537536230823,0.6976830521259538,arctan(((abs(f)/a)/(e2+(((a+((a/e2)*b)))**(0.5))))),[arctan div div abs f a add e2 sqrt add a mul div a e2 b],1.3397013897480297,596.7573485821174
18,18,0.66144540421214,0.0607742164933767,0.7380192261476584,abs(abs((((f/(e2+(a/((e2+abs(b))/a))))/b)/a))),[abs abs div div div f add e2 div a div add e2 abs b a b a],5.688897729145707,0.3083588171260838
19,19,0.668871048317306,0.05878133080931817,0.7549190743140035,-((f/((((a+(b/(abs((a+a))+e2)))+a)+e2)/a))),[neg div f div add add add a div b add abs add a a e2 a e2 a],-0.5727631790469377,52.56367536727309
21,21,0.6813729320656801,0.055524217709040403,0.7813267899530429,((b/a)/((((((abs(((b*(e2+a))/f)))**(2))/b)/e2)+e2)/a)),[div div b a div add div div n2 abs div mul b add e2 a f b e2 e2 a],20.534883349617473,7.11503158084181
