materials,RL,RL_z_xy,zin/z0,a,b,r,theta,a_1,b_1,r_1,tehta_1,z_xy,z,r1,RL_r,RL_r1,theta_eu1,theta_eu2,theta1,d,f,e1,e2,u1,u2,tane,tanu,ac,C0,dm,e12,u12,sqrt_eu1,sqrt_eu2,tanh_eu,z1,z2,e_c,u_c,sqrt_eu1_c,sqrt_eu2_c,tanh_eu_c,zin/z0_c,z1_c,z2_c,z_c
sample163,-3.2450658760270654,-3.2450658760270654,0.45071352608431503,0.21484418613691547,0.39621289514416735,0.45071352608431503,1.0739270774881833,-0.4880219022221395,0.4853078877482637,0.6882507704021819,2.358982864151501,0.6882507704021819,0.6882507704021819,0.1739782678079232,-8.435655111850819,-3.053371679636613,0.17520194555409785,0.2725384723048723,1.9301394450819214,1,10.447,25.13,1.224,1.098,0.25,0.048706725029844807,0.22768670309653916,158.23944056618606,1.9849233183486772e-11,1.365785910243544,25.159790857636317,1.1261012387880587,0.21156080203131536,5.322825532781694,2.1304207667807957,0.8794625121752067,1.277822779132219,(25.13-1.224j),(1.098-0.25j),(0.21074956957047639-0.018509237747469185j),(5.2734813763031685-0.7230946177481636j),(0.8477756826795264+1.9544741071163203j),(0.21484418613691547+0.39621289514416735j),(-0.7851558138630845+0.39621289514416735j),(1.2148441861369155+0.39621289514416735j),(-0.4880219022221395+0.4853078877482637j)
sample164,-3.270222115250615,-3.270222115250618,0.45843295470965667,0.21762474161300743,0.4034851246349707,0.4584329547096566,1.0761567762670836,-0.4800257094453285,0.49043710876589985,0.6862603291631726,2.345466619205617,0.6862603291631726,0.6862603291631728,0.17451641881761637,-8.604684793726774,-3.063013053156372,0.17188235548324762,0.26776300567634376,1.9237041834179678,1,10.489,25.137,1.206,1.101,0.246,0.047977085571070534,0.22343324250681199,156.2693529279011,1.9347568089957134e-11,1.3582733187716456,25.16591355385296,1.1281475967265986,0.21172717896848242,5.328307882921983,2.165205983204918,0.8802904581658324,1.2827354587715432,(25.137-1.206j),(1.101-0.246j),(0.21094576369300008-0.018173692358151996j),(5.2806261889670125-0.7112326958206248j),(0.8604858581314913+1.9868772074947378j),(0.21762474161300743+0.4034851246349707j),(-0.7823752583869925+0.4034851246349707j),(1.2176247416130075+0.4034851246349707j),(-0.4800257094453286+0.49043710876589997j)
sample165,-3.328118919634399,-3.328118919634399,0.46070610369792586,0.22150957422579992,0.40395992686258975,0.46070610369792586,1.0692243171901006,-0.47590437634062865,0.48808968550296916,0.6817011929830767,2.3435547232950906,0.6817011929830767,0.6817011929830767,0.17487738955292126,-8.654746780284139,-3.0694811572985135,0.1715819561948163,0.2711332992037701,1.9269242773011783,1,10.51,25.112,1.251,1.102,0.248,0.04981682064351704,0.22504537205081668,158.5685730433223,1.9430580507615826e-11,1.355618454957384,25.143141112438595,1.1295609766630574,0.21195568703477302,5.32923174869917,2.173596331115869,0.8770581312164685,1.2865726805882844,(25.112-1.251j),(1.102-0.248j),(0.21117615865740333-0.01816158806618692j),(5.280335549533913-0.7202551739984974j),(0.8779254306496429+1.9884083958933094j),(0.22150957422579992+0.40395992686258975j),(-0.7784904257742+0.40395992686258975j),(1.2215095742258+0.40395992686258975j),(-0.47590437634062865+0.4880896855029691j)
sample166,-3.298615079374685,-3.2986150793746867,0.46737649024641503,0.22084555151912016,0.41190778823575663,0.46737649024641503,1.0786464136196305,-0.47078140154942294,0.4962350178830307,0.6840207021854023,2.3298787629106363,0.6840207021854022,0.6840207021854023,0.17516447040146002,-8.80242449219465,-3.074625856578697,0.16753692046748114,0.26269176882755235,1.9164602290612929,1,10.552,25.098,1.195,1.103,0.241,0.0476133556458682,0.2184950135992747,154.1865137191978,1.8772894311887242e-11,1.3499868587637047,25.126432874564586,1.1290217004114669,0.21197552812513995,5.3261888784867075,2.204860600561867,0.8813340346297861,1.2884610536113605,(25.098-1.195j),(1.103-0.241j),(0.21123223036953886-0.0177361037728715j),(5.280311873806106-0.6975632477831276j),(0.8756039503694242+2.0235434242949903j),(0.22084555151912016+0.41190778823575663j),(-0.7791544484808799+0.41190778823575663j),(1.22084555151912+0.41190778823575663j),(-0.470781401549423+0.49623501788303076j)
sample167,-3.336432102577797,-3.336432102577799,0.4830479669100703,0.22587359493781145,0.4269853129158213,0.4830479669100703,1.0842217643708953,-0.45497158081493494,0.506782671788773,0.6810490553364038,2.302375069021922,0.6810490553364038,0.6810490553364039,0.17610609341852634,-9.154099003347888,-3.0915041836503048,0.16220189037218619,0.2526092717082879,1.9037102168943811,1,10.594,25.202,1.14,1.112,0.234,0.04523450519800015,0.210431654676259,149.67462444599866,1.7862667503210296e-11,1.336416322605778,25.227770492058948,1.1363538181394033,0.2122351692953901,5.354220141327377,2.2760033999726095,0.8840747414445961,1.298107286864832,(25.202-1.14j),(1.112-0.234j),(0.21153757787270536-0.017193610254743356j),(5.311569321857513-0.6744662044149262j),(0.8977786881524142+2.0914552119962333j),(0.22587359493781145+0.4269853129158213j),(-0.7741264050621885+0.4269853129158213j),(1.2258735949378115+0.4269853129158213j),(-0.454971580814935+0.506782671788773j)
sample168,-3.537428272174701,-3.537428272174698,0.5022925749826133,0.2417842497045176,0.4402706071014594,0.5022925749826133,1.0685891087418358,-0.430737180662805,0.5072632603311976,0.6654701601778837,2.2747905105136548,0.6654701601778839,0.6654701601778836,0.17770601943705894,-9.595608019616312,-3.120195674003157,0.1577449192264838,0.2537551041320084,1.9026275637452503,1,10.636,25.332,1.217,1.126,0.235,0.04804200221064267,0.20870337477797515,152.2679830419838,1.7426603603864816e-11,1.3194391724794645,25.361216709771636,1.1502612746676295,0.2129674382552913,5.401113353717353,2.358541658281573,0.8767721092014896,1.3175228006724207,(25.332-1.217j),(1.126-0.235j),(0.21230536075743767-0.016779855502225206j),(5.357698314561203-0.6834429236241706j),(0.9688962511046861+2.150339231015627j),(0.2417842497045176+0.4402706071014594j),(-0.7582157502954824+0.4402706071014594j),(1.2417842497045175+0.4402706071014594j),(-0.43073718066280486+0.5072632603311975j)
sample169,-3.7771416549609564,-3.777141654960955,0.513923425245922,0.25874866058027424,0.4440342528053605,0.513923425245922,1.0431779009596416,-0.4130425904716035,0.49846274358930753,0.6473556119244449,2.2627541108391225,0.6473556119244449,0.6473556119244448,0.17894034416889085,-9.867984342353427,-3.142342339270405,0.15784694717163422,0.2626531758837252,1.9115766494695423,1,10.678,25.376,1.331,1.134,0.242,0.05245113493064312,0.21340388007054675,158.99124381756235,1.7623791262007886e-11,1.3084695202914918,25.410882255443237,1.1595343893132277,0.21361509802544096,5.428148103909446,2.405838491737673,0.8640717365218887,1.3347713692528205,(25.376-1.331j),(1.134-0.242j),(0.2129501481823348-0.016841748529781837j),(5.381406592981788-0.7108128579224315j),(1.043628769727216+2.1676941295589325j),(0.25874866058027424+0.4440342528053605j),(-0.7412513394197258+0.4440342528053605j),(1.2587486605802742+0.4440342528053605j),(-0.41304259047160347+0.4984627435893075j)
sample170,-3.9184790184086715,-3.9184790184086733,0.5239606394739208,0.26945494367516304,0.44936486850546603,0.5239606394739209,1.030645185396489,-0.4000481915206557,0.4955925963489586,0.6369070396022083,2.249919263951811,0.6369070396022083,0.6369070396022084,0.17962808944779768,-10.106617743187233,-3.1546864744483876,0.15803981123176503,0.26438689361872053,1.913406799234603,1,10.72,25.421,1.353,1.138,0.244,0.053223712678494156,0.21441124780316345,161.10970695571834,1.7575614442328403e-11,1.2998983888747,25.45698037867021,1.1638642532529297,0.2138197024542708,5.443203969951474,2.4504787606557414,0.8576857608516035,1.3466419862265717,(25.421-1.353j),(1.138-0.244j),(0.21315248907945247-0.016878434668736023j),(5.395712902781962-0.7174620054384376j),(1.0903686299244753+2.19452555403247j),(0.26945494367516304+0.44936486850546603j),(-0.730545056324837+0.44936486850546603j),(1.269454943675163+0.44936486850546603j),(-0.4000481915206557+0.4955925963489586j)
sample171,-4.205212329926073,-4.205212329926073,0.5328837334813706,0.2886067340049267,0.44796342093529684,0.5328837334813706,0.9984639731336595,-0.38472124552063414,0.48137608613710436,0.6162250993424602,2.2450562174098843,0.6162250993424602,0.6162250993424602,0.18072049261711284,-10.32168449055865,-3.1743001786684766,0.16017476611822637,0.27679289238694116,1.9268802754460543,1,10.762,25.456,1.486,1.144,0.254,0.058375235700817096,0.22202797202797206,170.00459815187904,1.803385942476735e-11,1.2905372844106482,25.49933591292134,1.1718583532150972,0.21437450026549218,5.466407393434429,2.485760819600375,0.8406851999406145,1.3642501755245986,(25.456-1.486j),(1.144-0.254j),(0.21368736981861514-0.017150345305034266j),(5.4141402729793855-0.7541186216354143j),(1.1747842645699609+2.1906366161413318j),(0.2886067340049267+0.44796342093529684j),(-0.7113932659950732+0.44796342093529684j),(1.2886067340049268+0.44796342093529684j),(-0.38472124552063414+0.48137608613710436j)
sample172,-4.357384151972423,-4.357384151972423,0.5265862025424384,0.29596382532009297,0.4355438471726623,0.5265862025424384,0.9739431470207837,-0.3866354461389348,0.46601650836061265,0.6055232070496308,2.263363055334701,0.6055232070496308,0.6055232070496308,0.1805699797981123,-10.16960843485774,-3.1715973009927616,0.16743937283544977,0.29091318162738,1.944632868045105,1,10.804,25.382,1.569,1.136,0.265,0.06181545977464344,0.23327464788732397,178.66223039501324,1.900660878464125e-11,1.291918079996557,25.430447990548654,1.1664994642090496,0.2141732694230132,5.446522189027702,2.4586924594328297,0.8278679713987491,1.3671944555725246,(25.382-1.569j),(1.136-0.265j),(0.21342313900227952-0.017909580501962445j),(5.38900598234828-0.7894418773953875j),(1.2069956945916722+2.1420387492547897j),(0.29596382532009297+0.4355438471726623j),(-0.7040361746799071+0.4355438471726623j),(1.295963825320093+0.4355438471726623j),(-0.3866354461389348+0.46601650836061265j)
sample173,-4.36288824826891,-4.362888248268912,0.5197869015172468,0.2946312099345384,0.4282182540730953,0.5197869015172468,0.9681425117309008,-0.3924951846757102,0.46058819856287553,0.6051396191367863,2.276543480896472,0.6051396191367863,0.6051396191367864,0.18000532835272068,-10.006973905908458,-3.1614587609731015,0.17377336150657863,0.2956353064073938,1.9525219871606831,1,10.846,25.276,1.542,1.125,0.269,0.06100648836841273,0.23911111111111114,181.09714711764343,1.9596460434864762e-11,1.295900336139281,25.322992319234313,1.1567134476610879,0.21372502702749752,5.412157217845465,2.4320357271512796,0.8251763466798011,1.3636131573353116,(25.276-1.542j),(1.125-0.269j),(0.21291879775404995-0.018546502119659043j),(5.353136825762852-0.7971021737132469j),(1.1994857005315382+2.1156634496915188j),(0.2946312099345384+0.4282182540730953j),(-0.7053687900654616+0.4282182540730953j),(1.2946312099345385+0.4282182540730953j),(-0.39249518467571026+0.4605881985628756j)
sample174,-4.473184724579367,-4.473184724579365,0.5146938381914582,0.29967449070624247,0.41845542975591693,0.5146938381914582,0.9493172057868434,-0.3943069927451661,0.44892420066182054,0.5975039267382191,2.29151350941118,0.5975039267382192,0.5975039267382191,0.18022998480333607,-9.886181064449861,-3.165492300859652,0.18161420334595013,0.30708129342220664,1.9678883950951818,1,10.888,25.121,1.578,1.119,0.279,0.06281597070180328,0.24932975871313676,187.93205434082077,2.046425402072025e-11,1.2983447314744523,25.170513006293692,1.153257126576723,0.21405089100449268,5.387770736037337,2.40453957363184,0.8158190765480848,1.3653786026171422,(25.121-1.578j),(1.119-0.279j),(0.21316897297269544-0.01941063887623085j),(5.3243877819003895-0.8239952985607086j),(1.2169688575601076+2.0738363872037824j),(0.29967449070624247+0.41845542975591693j),(-0.7003255092937575+0.41845542975591693j),(1.2996744907062425+0.41845542975591693j),(-0.3943069927451661+0.4489242006618206j)
sample175,-4.4511709339211585,-4.451170933921156,0.5109258968701874,0.29751821447256527,0.41536512148910865,0.5109258968701873,0.9492267733389608,-0.398126185659955,0.44757202364193116,0.599020180006549,2.2977935025993057,0.599020180006549,0.5990201800065489,0.17989210975048756,-9.797369955391078,-3.1594261327681443,0.18341934632137846,0.30865527746870586,1.9703649506293952,1,10.93,25.008,1.568,1.111,0.279,0.06269993602047345,0.25112511251125114,188.55103714268284,2.0680256613047035e-11,1.3009331051604502,25.057108532310746,1.1454963989467624,0.21381166086493625,5.357501991766326,2.3896072590397055,0.8160936485155823,1.3623808942574525,(25.008-1.568j),(1.111-0.279j),(0.21291314185608487-0.019581122204643638j),(5.29382865192009-0.8235325105240692j),(1.2077372353626206+2.061939286878716j),(0.29751821447256527+0.41536512148910865j),(-0.7024817855274348+0.41536512148910865j),(1.2975182144725652+0.41536512148910865j),(-0.398126185659955+0.4475720236419311j)
sample176,-4.402274592176708,-4.402274592176708,0.5125329164555839,0.29513615497952883,0.4190282096403129,0.5125329164555839,0.9571670138663233,-0.3979088022387613,0.4522792606710922,0.6024018131880708,2.292330362058066,0.6024018131880708,0.6024018131880708,0.17956634082108128,-9.83519079347419,-3.1535780381440706,0.18154309474949215,0.3033143700544266,1.9640859174291727,1,10.951,25.016,1.525,1.108,0.274,0.06096098496961944,0.24729241877256317,185.3552225959664,2.0380613969988654e-11,1.2999871034753003,25.062439645812614,1.1413763621172466,0.2134041029389197,5.348427450075457,2.4017013234383806,0.8200107807165762,1.3612355785864267,(25.016-1.525j),(1.108-0.274j),(0.21252553767162533-0.019344430427169393j),(5.287038593991945-0.8080217165152981j),(1.1993090799177593+2.08082362967948j),(0.29513615497952883+0.4190282096403129j),(-0.7048638450204712+0.4190282096403129j),(1.2951361549795288+0.4190282096403129j),(-0.3979088022387613+0.45227926067109225j)
sample177,-4.3726779069740145,-4.372677906974016,0.5138551627734469,0.293767726656044,0.4216012939784049,0.5138551627734469,0.9622277181680693,-0.3974723455471082,0.45539561471711787,0.6044579649390861,2.288382754683745,0.6044579649390861,0.6044579649390862,0.1791896595073231,-9.866372965897149,-3.146816862674452,0.18372955157693405,0.29853386093221235,1.9603986367206794,1,10.993,24.989,1.436,1.102,0.271,0.05746528472527912,0.24591651542649728,182.51232858496056,2.0299711879552556e-11,1.299242365187955,25.03022606769663,1.1348325867721636,0.21292836190471828,5.329645034699423,2.413277208244283,0.8225032978638065,1.3607286950825332,(24.989-1.436j),(1.102-0.271j),(0.2120305277714285-0.019533115378663344j),(5.270381304796467-0.7925888580771895j),(1.1921998862528111+2.098229328517287j),(0.293767726656044+0.4216012939784049j),(-0.706232273343956+0.4216012939784049j),(1.2937677266560441+0.4216012939784049j),(-0.3974723455471083+0.455395614717118j)
