materials,RL,RL_z_xy,zin/z0,x,y,r,theta,a_1,b_1,r_1,tehta_1,z_xy,z,r1,RL_r,RL_r1,theta_eu1,theta_eu2,theta1,d,f,e1,e2,u1,u2,tane,tanu,ac,C0,dm,e12,u12,sqrt_eu1,sqrt_eu2,tanh_eu,z1,z2,e_c,u_c,sqrt_eu1_c,sqrt_eu2_c,tanh_eu_c,zin/z0_c,z1_c,z2_c,z_c
sample524,-4.682836118,-4.682836118,0.263748103,0.263289104,0.015553433,0.263748103,0.05900502,-0.58292894,0.019488793,0.583254629,3.108172565,0.583254629,0.583254629,0.188829966,-4.692681791,-3.32015689,-0.114603817,1.115847289,2.628545381,1,12.169,29.856,21.1,1.263,0.691,0.706725616,0.547110055,979.0821987,3.56E-11,1.002996136,36.55941378,1.439670101,0.198441217,7.25489455,1.329099403,0.73687506,1.263384846,(29.856-21.1j),(1.263-0.691j),(0.1981155140395595+0.011364838615098925j),(6.154734881943677-3.840928724542312j),(1.3290974756880172+0.002263603399087627j),(0.2632891041172932+0.015553433265921622j),(-0.7367108958827068+0.015553433265921622j),(1.2632891041172933+0.015553433265921622j),(-0.5829289398950263+0.019488792827478896j)
sample667,-7.55709271,-7.55709271,0.413791964,0.410745664,-0.050117752,0.413791964,-0.121416333,-0.415903007,-0.05030097,0.418933765,-3.021233239,0.418933765,0.418933765,0.139060298,-7.646674826,-2.431479589,0.01955699,0.455788022,2.035566517,1,9.397,55.107,12.214,1.226,0.297,0.221641534,0.242251223,375.2593978,2.10E-11,0.970362022,56.44433758,1.261461454,0.149495046,8.438148858,2.767930941,0.591381824,1.411635618,(55.107-12.214j),(1.226-0.297j),(0.14948789904668894-0.0014618132633902332j),(8.219975065566839-1.9064013424619037j),(2.7507004766478196-0.3083643692905909j),(0.41074566403582247-0.05011775214648538j),(-0.5892543359641775-0.05011775214648538j),(1.4107456640358225-0.05011775214648538j),(-0.41590300743142644-0.05030097047181821j)
sample526,-4.723025133,-4.723025133,0.26587508,0.265438735,0.015226165,0.26587508,0.057299466,-0.580250733,0.019014084,0.580562183,3.108835637,0.580562183,0.580562183,0.187961128,-4.732417674,-3.30450821,-0.060331983,1.125956553,2.665790561,1,12.232,29.431,19.84,1.204,0.71,0.674119126,0.589700997,963.2080732,4.00E-11,1.029338962,35.49379327,1.397753913,0.198444538,7.043549419,1.339795401,0.734719054,1.265530335,(29.431-19.84j),(1.204-0.71j),(0.19835425417652433+0.005985368368058209j),(5.9565137630915626-3.7591930264219213j),(1.3393022353720396+0.03634884427461886j),(0.26543873479143604+0.015226165131136107j),(-0.734561265208564+0.015226165131136107j),(1.265438734791436+0.015226165131136107j),(-0.580250733153224+0.01901408416706601j)
sample865,-1.9442031,-1.9442031,0.11210374,0.111468413,-0.011918115,0.11210374,-0.106514558,-0.799214484,-0.019292716,0.799447309,-3.117457743,0.799447309,0.799447309,0.120397186,-1.955661498,-2.101707987,0.107735459,0.997500509,2.621368239,1,8.83,130.502,62.218,1.795,1.107,0.476758977,0.616713092,1544.861105,3.89E-11,0.55458756,144.5747264,2.108903507,0.120776423,17.46121839,0.92819225,0.888611514,1.111532309,(130.502-62.218j),(1.795-1.107j),(0.12060123543204085-0.006502805763814891j),(15.33411085733916-8.352196823900089j),(0.9269062174994728-0.04884380776372964j),(0.11146841316542372-0.011918114653182333j),(-0.8885315868345762-0.011918114653182333j),(1.1114684131654238-0.011918114653182333j),(-0.7992144837501672-0.01929271605832786j)
sample825,-4.181132097,-4.181132097,0.238458108,0.236388713,-0.031347174,0.238458108,-0.13183938,-0.616575088,-0.04098635,0.617935855,-3.075216085,0.617935855,0.617935855,0.136579577,-4.223750438,-2.387550622,-0.063359631,0.74355387,2.281874054,1,11.476,49.23,21.015,1.04,0.368,0.426873857,0.353846154,671.0646063,2.96E-11,0.9127451,53.527779,1.103188107,0.14356057,7.68447846,1.661027871,0.764254436,1.236786035,(49.23-21.015j),(1.04-0.368j),(0.14348853648064028+0.004547211658216984j),(7.15950030393935-2.791552364206633j),(1.638870588417884-0.2704011501449599j),(0.2363887134755824-0.031347173851019434j),(-0.7636112865244176-0.031347173851019434j),(1.2363887134755824-0.031347173851019434j),(-0.6165750883860441-0.0409863498320144j)
sample1,-1.8754269,-1.8754269,0.321308196,0.117286754,0.299136715,0.321308196,1.197132561,-0.670318947,0.447202763,0.805802583,2.553256049,0.805802583,0.805802583,0.169751333,-5.78663049,-2.977707242,0.1755979,0.280336244,1.938135194,1,8.2,25.03,1.312,1.25,0.29,0.052417099,0.232,136.0953981,2.26E-11,1.634076384,25.06436203,1.283199127,0.226265688,5.671205117,1.420048259,0.932022236,1.156638433,(25.03-1.312j),(1.25-0.29j),(0.22539414587621276-0.01984037639363007j),(5.6155848974531635-0.7923217405221519j),(0.4004355417081544+1.3624200654423368j),(0.11728675380639811+0.2991367151061125j),(-0.8827132461936019+0.2991367151061125j),(1.1172867538063982+0.2991367151061125j),(-0.6703189473981279+0.44720276276608817j)
sample361,-2.156601683,-2.156601683,0.351227343,0.136661671,0.323549431,0.351227343,1.171144674,-0.627657624,0.463310862,0.780135275,2.505713226,0.780135275,0.780135275,0.180407648,-6.372717744,-3.168682351,0.225330068,0.272278655,1.954943689,1,9.88,20.146,0.473,1.106,0.281,0.023478606,0.254068716,134.6944258,2.33E-11,1.607099309,20.15155193,1.141138467,0.237966007,4.79538435,1.475955946,0.921974677,1.181813855,(20.146-0.473j),(1.106-0.281j),(0.236457304028792-0.026753764981067973j),(4.751014316127999-0.6508256541142141j),(0.4177890744660784+1.415591128875312j),(0.1366616705721479+0.32354943123100716j),(-0.863338329427852+0.32354943123100716j),(1.136661670572148+0.32354943123100716j),(-0.6276576240619507+0.4633108620958198j)
sample383,-3.44600461,-3.44600461,0.453340387,0.227332061,0.392221418,0.453340387,1.045510891,-0.478551551,0.472504226,0.672511584,2.362552943,0.672511584,0.672511584,0.195593235,-8.493007057,-3.442154685,0.244012307,0.306630556,1.99863671,1,10.762,20.275,0.635,1.154,0.326,0.031319359,0.282495667,169.7968815,2.27E-11,1.439777272,20.28494146,1.199163041,0.243137663,4.932033262,1.86454201,0.866517965,1.288480356,(20.275-0.635j),(1.154-0.326j),(0.2413302936750454-0.029590751205620085j),(4.874181577245977-0.7531972171776009j),(0.7317146432640942+1.714966643631836j),(0.2273320610229019+0.3922214177882411j),(-0.7726679389770981+0.3922214177882411j),(1.227332061022902+0.3922214177882411j),(-0.4785515510948486+0.47250422608539944j)
sample317,-4.985395082,-4.985395082,0.587610802,0.348607515,0.473031981,0.587610802,0.93569063,-0.320544955,0.463188874,0.563287671,2.176159608,0.563287671,0.563287671,0.197793786,-11.70873528,-3.481920676,0.229481456,0.28816175,1.972902478,1,12.358,20.478,0.601,1.084,0.287,0.029348569,0.264760148,178.1503439,1.98E-11,1.287256329,20.48681735,1.121349633,0.233955508,4.793003768,2.511634823,0.805028835,1.429161112,(20.478-0.601j),(1.084-0.287j),(0.2324171343102414-0.026785361464828412j),(4.743340074164763-0.6881933297972114j),(1.2487768766461154+2.1791892518012617j),(0.34860751487274977+0.4730319809934427j),(-0.6513924851272502+0.4730319809934427j),(1.3486075148727497+0.4730319809934427j),(-0.3205449546019136+0.4631888736918242j)
sample774,-7.352555341,-7.352555341,0.406538319,0.40157275,-0.063346126,0.406538319,-0.156455858,-0.424059428,-0.064362444,0.428915986,-2.990965318,0.428915986,0.428915986,0.138846149,-7.49517772,-2.427686189,0.010245169,0.454382481,2.029505066,1,9.439,55.613,12.557,1.23,0.291,0.225792531,0.236585366,378.0556955,2.04E-11,0.960074498,57.01301622,1.263954509,0.14889452,8.488925662,2.730377989,0.601770642,1.40300353,(55.613-12.557j),(1.23-0.291j),(0.14889256607595217-0.0007627214149729169j),(8.270784784374113-1.91206117826662j),(2.6991723819297118-0.41162168862984366j),(0.4015727495500695-0.06334612605101525j),(-0.5984272504499305-0.06334612605101525j),(1.4015727495500694-0.06334612605101525j),(-0.42405942833147797-0.06436244431848519j)
sample1026,-1.399290928,-1.399290928,0.080908708,0.080382766,0.009210323,0.080908708,0.114083301,-0.851061236,0.0157804,0.851207524,3.123052751,0.851207524,0.851207524,0.090776849,-1.408607289,-1.581308528,-0.266297609,0.864070623,2.300921818,1,11.035,135.441,85.896,1.269,0.391,0.634194963,0.308116627,1412.471916,2.20E-11,0.518075927,160.3820043,1.327871229,0.090991361,14.59337689,0.889191096,0.919663356,1.080422024,(135.441-85.896j),(1.269-0.391j),(0.09018597726488338+0.012079624526692548j),(13.252470375077852-6.110538277624656j),(0.8890294931384571-0.01695184888061381j),(0.08038276562550674+0.009210323412523574j),(-0.9196172343744933+0.009210323412523574j),(1.0803827656255067+0.009210323412523574j),(-0.8510612359229739+0.015780400411483278j)
sample426,-6.141544208,-6.141544208,0.424652014,0.359314146,0.226324275,0.424652014,0.562099799,-0.431642421,0.238366851,0.493086134,2.637037264,0.493086134,0.493086134,0.13877508,-7.875563987,-2.426427337,0.063451626,0.441904818,2.043630631,1,8.242,49.87,9.551,1.22,0.315,0.191517947,0.258196721,302.6478866,2.57E-11,1.165841277,50.7763577,1.260009921,0.157527438,7.998669541,2.695733641,0.679485865,1.378026715,(49.87-9.551j),(1.22-0.315j),(0.15744816686606872-0.0049968477311517585j),(7.804215188930616-1.7529802380903605j),(2.2342407077788975+1.5083594813554928j),(0.35931414642950776+0.22632427470296462j),(-0.6406858535704922+0.22632427470296462j),(1.3593141464295078+0.22632427470296462j),(-0.43164242089013743+0.2383668509542432j)
sample584,-4.227606924,-4.227606924,0.242722918,0.239108299,0.041732914,0.242722918,0.172795045,-0.612235116,0.054299749,0.614638349,3.053133106,0.614638349,0.614638349,0.133093548,-4.30238988,-2.325870621,0.013552009,0.877910866,2.45468687,1,10.321,44.994,20.754,0.946,0.452,0.461261502,0.477801268,662.254812,4.89E-11,1.113081562,49.54985925,1.048436932,0.14546213,7.207628071,1.668633053,0.762035312,1.239810878,(44.994-20.754j),(0.946-0.452j),(0.14545879067525605-0.000985644511835629j),(6.524316761443834-3.0631998308397965j),(1.6418020955610289+0.29803043984224237j),(0.2391082994157989+0.041732914138857255j),(-0.7608917005842011+0.041732914138857255j),(1.239108299415799+0.041732914138857255j),(-0.6122351163153262+0.054299749031267094j)
sample1023,-1.439378685,-1.439378685,0.082973229,0.082672351,0.007059685,0.082973229,0.08518688,-0.847202401,0.012044888,0.84728802,3.127376362,0.84728802,0.84728802,0.093804886,-1.444714139,-1.634362858,-0.277869105,0.856170754,2.287236202,1,10.93,126.623,80.63,1.274,0.379,0.63677215,0.297488226,1342.567455,2.14E-11,0.539896438,150.1152258,1.32917907,0.094097779,14.12550942,0.881776698,0.917354814,1.082695368,(126.623-80.63j),(1.274-0.379j),(0.09319106361945652+0.013031414455336846j),(12.850854996220253-5.863918667058662j),(0.8805033610687949-0.047370629964593194j),(0.08267235105058637+0.007059684836680435j),(-0.9173276489494137+0.007059684836680435j),(1.0826723510505865+0.007059684836680435j),(-0.8472024014919679+0.012044887607444979j)
sample903,-1.519095564,-1.519095564,0.087239338,0.087224187,-0.001625862,0.087239338,-0.018637874,-0.839542895,-0.002750897,0.839547402,-3.138316004,0.839547402,0.839547402,0.092693431,-1.519364862,-1.614885537,-0.233404084,0.926271596,2.379569554,1,10.363,119.523,78.28,1.169,0.422,0.654936707,0.360992301,1292.32053,2.98E-11,0.611861519,142.875841,1.242837479,0.093266949,13.3255938,0.935372489,0.912777261,1.087225402,(119.523-78.28j),(1.169-0.422j),(0.09263255128658691+0.0108597536879205j),(11.921821946117142-5.953285774672701j),(0.9268189981518734-0.1262071217195842j),(0.0872241866352226-0.001625861642207311j),(-0.9127758133647774-0.001625861642207311j),(1.0872241866352226-0.001625861642207311j),(-0.8395428946545268-0.002750897439901477j)
sample173,-4.362888248,-4.362888248,0.519786902,0.29463121,0.428218254,0.519786902,0.968142512,-0.392495185,0.460588199,0.605139619,2.276543481,0.605139619,0.605139619,0.180005328,-10.00697391,-3.161458761,0.173773362,0.295635306,1.952521987,1,10.846,25.276,1.542,1.125,0.269,0.061006488,0.239111111,181.0971471,1.96E-11,1.295900336,25.32299232,1.156713448,0.213725027,5.412157218,2.432035727,0.825176347,1.363613157,(25.276-1.542j),(1.125-0.269j),(0.21291879775404995-0.018546502119659043j),(5.353136825762852-0.7971021737132469j),(1.1994857005315382+2.1156634496915188j),(0.2946312099345384+0.4282182540730953j),(-0.7053687900654616+0.4282182540730953j),(1.2946312099345385+0.4282182540730953j),(-0.39249518467571026+0.4605881985628756j)
sample126,-2.800191988,-2.800191988,0.355334879,0.175506089,0.308966809,0.355334879,1.054206976,-0.59145189,0.418292867,0.724419948,2.526030413,0.724419948,0.724419948,0.174566316,-6.45424883,-3.0639071,0.224570663,0.358496725,2.040782056,1,8.956,24.708,1.657,1.193,0.358,0.067063299,0.300083822,185.7620616,2.81E-11,1.541411285,24.76349961,1.245557305,0.224272408,5.553769696,1.584389636,0.880483218,1.215432045,(24.708-1.657j),(1.193-0.358j),(0.22286008036179508-0.025129618236726613j),(5.464787088160977-0.9901817605525355j),(0.6232655913477223+1.4566504458282972j),(0.17550608938251785+0.308966809045683j),(-0.8244939106174821+0.308966809045683j),(1.1755060893825178+0.308966809045683j),(-0.5914518900068462+0.4182928669160914j)
sample487,-4.254766818,-4.254766818,0.241637366,0.24030496,0.025340543,0.241637366,0.105063312,-0.611833839,0.032931211,0.612719439,3.087820758,0.612719439,0.612719439,0.142215762,-4.282356959,-2.487401744,-0.097080962,0.908924738,2.430384257,1,10.678,43.28,23.813,1.054,0.453,0.550207948,0.429791271,739.1684195,3.82E-11,1.03924463,49.39855635,1.147224913,0.15239375,7.528031249,1.58561205,0.760117555,1.240563798,(43.28-23.813j),(1.054-0.453j),(0.1522142518811175+0.007394361413460945j),(6.7639147497535115-3.3046500180704608j),(1.5830798436678646+0.0895755682240698j),(0.24030495994671555+0.02534054261449823j),(-0.7596950400532845+0.02534054261449823j),(1.2403049599467155+0.02534054261449823j),(-0.6118338391030571+0.03293121079596104j)
sample517,-4.407887896,-4.407887896,0.248791765,0.248471741,0.012614929,0.248791765,0.05072652,-0.601795028,0.016185012,0.602012634,3.114704576,0.602012634,0.602012634,0.169038885,-4.414593718,-2.964965119,-0.237101058,0.971555683,2.423005154,1,11.875,35.258,24.346,1.253,0.482,0.690509955,0.384676776,880.8468944,2.59E-11,0.949584565,42.84687013,1.342509963,0.177010573,7.584349018,1.405519237,0.751634127,1.248535471,(35.258-24.346j),(1.253-0.482j),(0.17576815529800432+0.020935577600296264j),(6.706931191753849-3.541104913853967j),(1.4022877138100038-0.09525487918422622j),(0.2484717405684084+0.01261492885306566j),(-0.7515282594315916+0.01261492885306566j),(1.2484717405684085+0.01261492885306566j),(-0.6017950284661245+0.0161850121750411j)
sample606,-4.518932374,-4.518932374,0.255306321,0.254525966,0.019946184,0.255306321,0.078206175,-0.59382476,0.025340824,0.594365211,3.09894462,0.594365211,0.594365211,0.15763228,-4.535440966,-2.761378238,-0.103246176,0.945271334,2.463648246,1,11.203,38.035,21.993,1.13,0.506,0.578230577,0.447787611,787.9303088,3.54E-11,1.020484398,43.9357858,1.238117927,0.167869504,7.375478562,1.520861832,0.74574083,1.254684522,(38.035-21.993j),(1.13-0.506j),(0.16764587213063198+0.00866209363880152j),(6.566916171886748-3.357572934217173j),(1.520324497520311+0.040424440729980866j),(0.2545259660174581+0.019946183780455484j),(-0.7454740339825419+0.019946183780455484j),(1.2545259660174581+0.019946183780455484j),(-0.5938247604525624+0.025340823902392503j)
sample989,-1.454309967,-1.454309967,0.083773444,0.083525274,-0.006443497,0.083773444,-0.076991783,-0.845761537,-0.010976355,0.84583276,-3.128615309,0.84583276,0.84583276,0.082269128,-1.458712603,-1.432398569,-0.008016749,1.21855918,2.784550806,1,9.565,137.648,96.88,0.951,0.658,0.703824247,0.69190326,1599.755658,7.61E-11,0.684875218,168.3232197,1.156444984,0.082887773,13.95193689,1.010685182,0.916497377,1.083544432,(137.648-96.88j),(0.951-0.658j),(0.08288710750643258+0.00033224436199716845j),(11.441432407835718-7.984370203283002j),(1.0073714282630248-0.0817761684373888j),(0.08352527354425493-0.006443496587256559j),(-0.9164747264557451-0.006443496587256559j),(1.0835252735442549-0.006443496587256559j),(-0.8457615366474316-0.010976355100028399j)
sample91,-7.664599369,-7.664599369,0.723659626,0.539101539,0.482755409,0.723659626,0.73031303,-0.183065932,0.371081091,0.413780511,2.02909479,0.413780511,0.413780511,0.185698292,-15.90014336,-3.263776977,0.153573558,0.286725101,1.93351188,1,11.791,26.172,1.745,1.144,0.256,0.066674308,0.223776224,195.6788608,1.66E-11,1.161688071,26.23010883,1.172293479,0.211406399,5.545212847,3.423073427,0.667443014,1.61303637,(26.172-1.745j),(1.144-0.256j),(0.2107834567780889-0.016217268717059904j),(5.488325496884874-0.792255488940657j),(2.3673842380320598+2.472432720589996j),(0.539101539029019+0.48275540915251614j),(-0.46089846097098097+0.48275540915251614j),(1.539101539029019+0.48275540915251614j),(-0.18306593166638854+0.37108109076177176j)
sample1028,-1.421138921,-1.421138921,0.082666064,0.081639187,0.012989277,0.082666064,0.157783363,-0.848778816,0.022201766,0.849069135,3.115441313,0.849069135,0.849069135,0.088929187,-1.439341282,-1.548950086,-0.299201709,0.949142538,2.369541683,1,11.119,140.653,101.302,1.303,0.439,0.720226373,0.336914812,1643.082852,2.33E-11,0.497919574,173.335979,1.374965454,0.089063864,15.43797212,0.928166152,0.918452668,1.081717178,(140.653-101.302j),(1.303-0.439j),(0.08806907856674419+0.013274386231438916j),(13.731901981665496-7.054491550357744j),(0.9281350798458587+0.0075946428664839475j),(0.08163918704479678+0.012989276724116063j),(-0.9183608129552032+0.012989276724116063j),(1.0816391870447968+0.012989276724116063j),(-0.8487788155928971+0.02220176554718807j)
sample182,-4.608382943,-4.608382943,0.594249221,0.328681755,0.495076198,0.594249221,0.984710619,-0.321745468,0.492491688,0.588275624,2.149488832,0.588275624,0.588275624,0.18086139,-11.88593704,-3.176830523,0.163336081,0.249232348,1.900900389,1,11.203,25.55,1.098,1.123,0.235,0.04297456,0.209260908,157.9978216,1.66E-11,1.248969896,25.57358215,1.147324714,0.211810454,5.416752056,2.805570779,0.834127465,1.417919478,(25.55-1.098j),(1.123-0.235j),(0.21110449410923404-0.01727892236296713j),(5.374747567736392-0.6732692009057492j),(1.355925947331718+2.45615394863856j),(0.32868175455106713+0.4950761976078634j),(-0.6713182454489328+0.4950761976078634j),(1.3286817545510672+0.4950761976078634j),(-0.32174546807553656+0.4924916883210742j)
sample364,-1.824477845,-1.824477845,0.35689329,0.116691598,0.337277173,0.35689329,1.23770611,-0.641281147,0.495720275,0.81054309,2.483523597,0.81054309,0.81054309,0.179771039,-6.485253087,-3.157252626,0.186266806,0.223509223,1.886642626,1,10.006,20.136,0.375,1.102,0.229,0.018623361,0.207803993,111.2896357,1.88E-11,1.59013406,20.13949158,1.125542092,0.236404979,4.761076084,1.509669094,0.945510246,1.166514473,(20.136-0.375j),(1.102-0.229j),(0.2353804514944554-0.0219853850270778j),(4.7313762519072-0.5309653822156593j),(0.3587889810967022+1.466414416251773j),(0.11669159791233015+0.33727717348243663j),(-0.8833084020876698+0.33727717348243663j),(1.1166915979123302+0.33727717348243663j),(-0.6412811470821435+0.495720275152761j)
