epoch,reward,complexity,length,is_physical,is_elite,program,program_prefix,a,b
0,0.3682455008971791,4.0,4,True,False,tanh((b*sqrt_eu2)),[tanh mul b sqrt_eu2],1.0,-2.36216334131142
0,0.3195979028439442,5.0,5,True,False,(tanh(sqrt_eu1)*tanh(1.0)),[mul tanh sqrt_eu1 tanh 1.0],1.0,1.0
0,0.3417350739486837,7.0,7,True,False,(sqrt_eu2*(b*(sqrt_eu2*sqrt_eu2))),[mul sqrt_eu2 mul b mul sqrt_eu2 sqrt_eu2],1.0,-0.0011579592653623118
0,0.42691497601864,4.0,4,True,False,(tanh(a)*sqrt_eu2),[mul tanh a sqrt_eu2],-0.451445712845584,1.0
0,0.2984125928278672,4.0,4,True,False,(1.0*tanh(1.0)),[mul 1.0 tanh 1.0],1.0,1.0
0,0.2973794061877008,6.0,6,True,False,tanh((d*(1.0*1.0))),[tanh mul d mul 1.0 1.0],1.0,1.0
0,0.15481041210362528,4.0,4,True,False,(sqrt_eu2*tanh(f)),[mul sqrt_eu2 tanh f],1.0,1.0
0,0.36824550088610075,6.0,6,True,False,tanh((sqrt_eu2*(sqrt_eu1*a))),[tanh mul sqrt_eu2 mul sqrt_eu1 a],-8.442180338238817,1.0
0,0.32489525299836786,6.0,6,True,False,tanh(((sqrt_eu1*sqrt_eu1)*sqrt_eu1)),[tanh mul mul sqrt_eu1 sqrt_eu1 sqrt_eu1],1.0,1.0
0,0.0021669920628446583,8.0,8,True,False,(sqrt_eu2*(tanh(f)*(f*sqrt_eu2))),[mul sqrt_eu2 mul tanh f mul f sqrt_eu2],1.0,1.0
0,0.5129038007353905,4.0,4,True,True,(b*tanh(sqrt_eu1)),[mul b tanh sqrt_eu1],1.0,-20.602830965378153
0,0.2787874807303515,4.0,4,True,False,(d*tanh(f)),[mul d tanh f],1.0,1.0
0,0.3682455011843433,4.0,4,True,False,tanh((d*a)),[tanh mul d a],-16.39287738836994,1.0
0,0.0012927835215040117,10.0,10,True,False,(sqrt_eu2*(sqrt_eu2*((sqrt_eu2*d)*tanh(f)))),[mul sqrt_eu2 mul sqrt_eu2 mul mul sqrt_eu2 d tanh f],1.0,1.0
0,0.32590660396862914,6.0,6,True,False,tanh((a*(b*a))),[tanh mul a mul b a],3.074612516282098e-06,0.561846709263651
0,0.2905876184834493,10.0,10,True,False,tanh((d*(((f*a)*d)*sqrt_eu2))),[tanh mul d mul mul mul f a d sqrt_eu2],1.0,1.0
0,0.3682455008971791,6.0,6,True,False,tanh((sqrt_eu2*(b*1.0))),[tanh mul sqrt_eu2 mul b 1.0],1.0,-2.36216334131142
0,0.32590660396883486,6.0,6,True,False,(f*tanh((a*b))),[mul f tanh mul a b],-4.1190018805969345e-09,-4.1190018805969345e-09
0,0.3682454976941865,4.0,4,True,False,tanh((sqrt_eu1*b)),[tanh mul sqrt_eu1 b],1.0,-72.12193527421522
0,0.29273802903794993,6.0,6,True,False,tanh((d*(sqrt_eu1*f))),[tanh mul d mul sqrt_eu1 f],1.0,1.0
0,0.4269149760228094,5.0,5,True,False,(1.0*(b*sqrt_eu2)),[mul 1.0 mul b sqrt_eu2],1.0,-0.42308455062788264
0,0.36824550086355473,4.0,4,True,False,(1.0*tanh(a)),[mul 1.0 tanh a],-9.736075302249295,1.0
0,0.32590660396883486,8.0,8,True,False,tanh(((a*f)*(a*f))),[tanh mul mul a f mul a f],1.7910788557279212e-12,1.0
0,0.5054882288646676,6.0,6,True,True,(b*tanh((sqrt_eu1*sqrt_eu2))),[mul b tanh mul sqrt_eu1 sqrt_eu2],1.0,-5.092462298016946
0,0.4640359685078352,7.0,7,True,False,(a*((d*1.0)*1.0)),[mul a mul mul d 1.0 1.0],-2.8611608215097157,1.0
0,0.29059018525084723,5.0,5,True,False,(tanh(sqrt_eu2)*tanh(sqrt_eu2)),[mul tanh sqrt_eu2 tanh sqrt_eu2],1.0,1.0
0,0.2905876184834493,8.0,8,True,False,tanh((d*((sqrt_eu2*sqrt_eu2)*d))),[tanh mul d mul mul sqrt_eu2 sqrt_eu2 d],1.0,1.0
0,0.28061423595588647,10.0,10,True,False,((d*1.0)*tanh(((f*d)*sqrt_eu1))),[mul mul d 1.0 tanh mul mul f d sqrt_eu1],1.0,1.0
0,0.2787394581425207,4.0,4,True,False,(d*tanh(sqrt_eu2)),[mul d tanh sqrt_eu2],1.0,1.0
0,0.5001276207771654,6.0,6,True,False,(a*tanh((f*f))),[mul a tanh mul f f],-4.347954900218751,1.0
